pageid,ns,title
63258387,0,Climate Justice Alliance
63267007,0,Michele Betsill
63274786,0,Foodprint
63277433,0,Erin Hotchkiss
63302343,0,Diana Six
63304189,0,Lisa Song
63311956,0,Linda Mearns
63334566,0,Global Adaptation Network
63336976,0,Kigali Amendment
63341569,0,2020 Russia–Saudi Arabia oil price war
63344637,0,Eastern Cape drought
63365225,0,Noordwijk Climate Conference
63381098,0,Generation Climate Europe
63401436,0,Björn-Ola Linnér
63420573,0,Oil and gas reserves and resource quantification
63437580,0,Wind Farms in the Sustainable Reserve of Ponta do Tubarão
63448426,2,User:Finnrushton/sandbox
63453251,0,Climate change and infectious diseases
63453954,0,Amaelle Landais-Israël
63488894,0,Richard Rusk
63544348,0,Alpha Metallurgical Resources
63581893,0,Water risk
63593610,118,Draft:Climate change in Jarvis Island
63610220,0,Tobacco industry playbook
63612268,0,Impact of the COVID-19 pandemic on the environment
63646757,0,"UNU Institute for Water, Environment and Health"
63647687,0,Falter: Has the Human Game Begun to Play Itself Out?
63654065,0,Environmental impact of cannabis cultivation
63654545,0,Teach the Future
63659166,0,Robert McLachlan (mathematician)
63664633,0,Bina Venkataraman
63680646,0,Novacene
63703732,0,Deep Adaptation
63712162,0,Hilda Flavia Nakabuye
63715561,0,Ridhima Pandey
63716308,0,Sophia Kianni
63729633,0,Uncivilization (manifesto)
63766897,0,Climate Action Network Latin America
63777032,0,Pacific Climate Warriors
63796238,0,Petersberg Climate Dialogue
63796801,0,On Fire (book)
63816690,0,Economists' Statement on Carbon Dividends
63821119,0,Michael Wang (scientist)
63831552,0,A Planet to Win
63860881,0,What if it's a big hoax and we create a better world for nothing?
63888851,14,Category:2019 droughts
63890713,0,GreenWave
63899573,0,Pepetua Latasi
63902677,0,Indian agroforestry policy
63922284,0,Titilope Gbemisola Akosa
63999321,0,Local Law 97 of 2019
64017171,0,Climate Leadership and Community Protection Act
64044689,0,Confessions of a Recovering Environmentalist
64108778,0,Sarah Fawcett
64122231,0,Texas Oil and Gas Association
64129573,0,Growth imperative
64144855,0,Moira Simmons-Avafoa
64171051,0,Next Generation EU
64183253,0,2022 United Nations Climate Change Conference
64243399,0,The Islamic Declaration on Global Climate Change
64262255,0,Armin Rosencranz
64292465,0,Global Pact for the Environment
64298752,0,EU aviation fuel taxation
64357952,0,Bristol Youth Strike 4 Climate
64411029,0,Global NCAP
64439720,0,Wei-min Hao
64455980,0,Melati and Isabel Wijsen
64475796,0,Howey Ou
64523160,0,Sustainable Development Goal 14
64524803,0,Sustainable Development Goal 13
64524935,0,Sustainable Development Goal 7
64549287,0,Green recovery
64555245,0,2020 Assam floods
64607863,0,Whole Atmosphere Community Climate Model
64622427,0,Candis Callison
64626807,0,Pan-Canadian Framework on Clean Growth and Climate Change
64660714,0,Eco-Song
64664022,0,Cold district heating
64709885,0,I Am Greta
64719692,0,Coal refuse
64743606,0,Valve Turners
64744942,0,Climate change in South Africa
64745620,0,Fatou Jeng
64760437,0,Friederike Otto
64765529,0,List of Sustainable Development Goal targets and indicators
64830528,4,Wikipedia:WikiProject Climate change/Justice
64883003,0,Carbon positive
64895940,0,Jamey Stillings
64948415,0,Aliza Ayaz
64969457,0,Tokata Iron Eyes
64982850,0,Energy poverty and gender
64998652,0,David Attenborough: A Life on Our Planet
65003292,0,Carolina Vera
65006589,0,Archana Soreng
65011878,0,Okanagan dry forests
65013542,0,Kiran Bali
65021828,0,Global warming
65028789,0,Jim Hall (civil engineer)
65037555,0,Carbon Border Adjustment Mechanism
65074402,14,Category:Climate change programs
65074538,14,Category:Climatological research
65074545,14,Category:Climatological research organizations
65074874,14,Category:Regional climate effects
65091272,100,Portal:Climate change
65091558,0,Nisreen Elsaim
65091614,0,Pan African Climate Justice Alliance
65093856,0,Marine permaculture
65151089,0,Dear Matafele Peinem
65158208,14,Category:History of climate variability and change
65159054,14,Category:Historical climatology
65174067,0,Transnational environmental policy
65174863,14,Category:Climate change organisations based in the United Kingdom
65174913,14,Category:International climate change organizations
65189676,0,Gwenn Flowers
65200596,0,Katharine Wilkinson
65200993,0,Emily Atkin
65209437,0,Holdover fire
65213867,14,Category:Climatological research institutes
65214559,0,Burning Pink
65231607,0,MethaneSAT
65273776,0,North Complex Fire
65276709,0,Haven Coleman
65277757,0,2020 Western United States wildfire season
65279729,0,Gang He
65293466,0,Climate and Ecological Emergency Bill
65303685,0,2020 Brazil rainforest wildfires
65305147,0,UK Climate Assembly
65314406,0,Connecticut v. ExxonMobil Corp.
65337600,0,Emergency Leaders for Climate Action
65346261,0,Colette Pichon Battle
65350737,0,Spalte Glacier
65353238,0,Navroz Dubash
65365630,0,Leah Namugerwa
65369927,0,Cruise ship pollution in Europe
65430747,0,Sustainable Development Goals and Lebanon
65432974,0,"Philippine Senate Committee on Environment, Natural Resources and Climate Change"
65495159,0,The Ministry for the Future
65520916,0,A Life on Our Planet
65520956,0,Climate change in the Netherlands
65521122,0,Extinction: The Facts
65619072,0,Billy Fleming (landscape architect)
65636186,0,Matthew Nisbet
65643660,0,For Those That Wish to Exist
65645973,0,Margaret A. Davidson
65653530,0,Dave Lowe (atmospheric scientist)
65673469,0,Short-haul flight ban
65678961,14,Category:Cryosphere
65684066,0,Climate change in North Korea
65694733,0,Turntide Technologies
65709782,0,Lesley-Ann L. Dupigny-Giroux
65727506,0,Gallery Climate Coalition
65742074,0,List of countries by forest area (percentage)
65746930,0,Dominika Lasota
65762139,0,David Goodrich
65773805,0,Project Vesta
65789694,0,Sustainable finance
65791683,0,Climate risk insurance
65802713,0,Eastern Shore Pipeline
65804969,0,Nina Gualinga
65809436,0,Yola Mgogwana
65813446,0,Kaluki Paul Mutuku
65815190,0,Klima Action Malaysia
65815216,0,Stay Grounded
65816420,0,Climate change and cities
65820375,0,Asian Renewable Energy Hub
65823054,0,Disha Ravi
65823300,0,Cecilia Martinez
65836329,0,Kyle Powys Whyte
65838520,0,Carbon quantitative easing
65839546,0,Austrian World Summit
65839822,0,Nkosilathi Nyathi
65842154,0,Chiara Sacchi
65848962,0,Climate Case Ireland
65875084,0,Great Reset
65878074,0,Sophie Howe
65898505,0,Frank Elderson
65901056,0,Network for Greening the Financial System
65909893,0,High Council on Climate
65926624,0,Pacific Meridional Mode
65931134,0,Zarina Ahmad
65936219,0,Endesa X
65937796,0,Illustrative model of greenhouse effect on climate change
65940600,0,U.S. Special Presidential Envoy for Climate
65961058,0,Climate change in Nigeria
65963261,0,The Drowned Cities
65976825,0,Eco Central
65990012,0,Rebecca Willis
66003233,0,Ghana Climate Innovation Centre
66013128,0,Aviation biofuel demonstrations
66018134,0,2020 in climate change
66020107,0,IPCC Sixth Assessment Report
66036737,0,Bridget Scanlon
66039719,0,Amanda Sturgeon
66060886,0,Jainey K. Bavishi
66063038,0,All We Can Save
66068132,0,Waterborne disease and climate change
66101170,0,Climate emergency declarations in the United Kingdom
66103223,0,Climate Action Tracker
66104148,0,Maria Judith Zuzarte Cortesão
66104473,0,2021 in climate change
66104755,0,2019 in climate change
66106216,0,Kendra Pierre-Louis
66108569,0,Climate emergency declarations in Australia
66115745,0,White House Office of Domestic Climate Policy
66116218,0,Climate change in Tajikistan
66119232,0,Forest Landscape Integrity Index
66123498,0,Xuemei Bai
66126401,0,Ali Zaidi (lawyer)
66133676,0,Institute for Policy Integrity
66135143,0,Mika Tosca
66155476,0,Sharon Lavigne
66181345,0,Louise Mabulo
66187931,0,Céline Guivarch
66189512,0,Abigail Dillen
66201101,0,How to Avoid a Climate Disaster
66204363,0,Climate change vulnerability
66217599,0,List of solar power stations in the United States
66226765,0,Isabel Dorado Liñán
66232482,0,Inés Camilloni
66234914,0,Madeleine Renom
66241467,0,Weather (novel)
66244450,0,Homeward Bound (organization)
66249760,0,A Perfect Planet
66278612,0,Martine Rebetez
66289384,0,Nuolja
66292107,0,2020–21 Dzüko Valley wildfires
66319846,0,Martine Tabeaud
66326162,0,A Children's Bible
66328681,0,Tree Cities of the World
66346867,0,The Queen's Green Canopy
66356576,0,Andreas Malm
66392897,0,BP P.L.C. v. Mayor and City Council of Baltimore
66410632,6,"File:20181204 Warming stripes (global, WMO, 1850-2018) - Climate Lab Book (Ed Hawkins).png"
66412282,0,Climate change in Brazil
66431065,0,Richard Samson Odingo
66434179,0,Solar Impulse Foundation
66434541,0,Bob Wong (biologist)
66439467,0,Chlorine cycle
66448046,0,Environmental policy of the Joe Biden administration
66464252,0,Climate Neutral Data Centre Pact
66483098,0,Global Climate and Health Alliance
66485573,0,Vinita Agrawal
66498081,0,We Are Water Protectors
66505435,14,Category:Climate change in Botswana
66506390,0,Julia Schmale
66553424,0,How to Prepare for Climate Change
66554396,0,Public Inquiry into Anti-Alberta Energy Campaigns
66586944,0,Bob Wong (ecologist)
66599038,0,2021 California wildfires
66619179,0,The New Climate War
66642327,0,Climate Change Commission
66658635,0,Energy islands of Denmark
66691590,0,Environmental impacts of lithium-ion batteries
66706989,0,Right to a healthy environment
66713303,0,The Climate Fresk
66790245,0,Build Back Better Plan
66832014,0,Mitzi Jonelle Tan
66854789,0,Michael Lehning
66874619,0,Solomon Hsiang
66888785,0,Mock COP26
66921040,0,Climate Live
66931587,0,Assisted migration of forests in North America
66981735,0,Sustainable sourcing
67018346,0,Climate change in Texas
67022266,0,Mikaela Loach
67035377,0,Under a White Sky
67038452,0,Kehkashan Basu
67041304,0,Alkali sulfur liquid battery
67074513,0,Code Rood
67095960,0,Tessa Khan
67132417,0,Quantifying the consensus on anthropogenic global warming in the scientific literature
67137313,0,Wade (film)
67159178,0,Climate change in Fiji
67159906,0,"Green Forest, Timișoara"
67175766,0,2021 Simlipal forest fires
67186151,14,Category:Cattle in culture
67210799,0,Reference re Greenhouse Gas Pollution Pricing Act
67230101,0,Richard Levy (paleoclimatologist)
67231988,0,Green Homes Grant
67246294,0,Blackjewel
67272266,0,"European Climate, Infrastructure and Environment Executive Agency"
67304170,0,Joyashree Roy
67309896,0,Timeline of international climate politics
67312256,0,EU taxonomy for sustainable activities
67333772,0,Orphan wells
67339144,0,Lucie Pinson
67373736,0,Green transport hierarchy
67381200,0,Greta Thunberg: A Year to Change the World
67390570,0,World Urban Database and Access Portal Tools
67411190,0,Daybreak (board game)
67411207,14,Category:Works about climate change
67417503,0,Climate change and children
67418351,14,Category:Songs about climate change
67418360,14,Category:Climate change in music
67418664,0,John Englander
67424169,0,Petrofiction
67426660,0,Fisheries and Marine Ecosystem Model Intercomparison Project
67429200,0,How to Blow Up a Pipeline
67436610,0,Diwigdi Valiente
67446438,0,Escazú Agreement
67446574,0,Zanagee Artis
67448727,118,Draft:Eastern Kenya Key Populations & LGBTIQ Movement
67452554,0,Margaret Klein Salamon
67455008,0,Malé Declaration on the Human Dimension of Global Climate Change
67455472,0,Climate migrant
67464459,0,Asghar Leghari vs. Federation of Pakistan
67470453,0,Disability and climate change
67475742,0,Eden Shand
67500926,0,Penelope Lea
67513406,0,2021 Leaders Summit on Climate
67525401,0,Climate change in the Republic of Ireland
67525828,14,Category:Youth climate activists
67533605,0,Nina Py Brozovich
67557380,0,Climate change in East Timor
67557407,0,Climate change in Singapore
67557549,0,Climate change in Abkhazia
67558374,0,Climate change in the Republic of Artsakh
67558448,0,Climate change in Northern Cyprus
67558485,0,Climate change in the State of Palestine
67558565,0,Climate change in South Ossetia
67558720,0,Climate change in the British Indian Ocean Territory
67558990,0,Climate change in Christmas Island
67559102,0,Climate change in the Cocos (Keeling) Islands
67559165,0,Climate change in Hong Kong
67559374,0,Climate change in Macau
67565771,0,Columbia Climate School
67572662,0,Global Carbon Council
67589258,0,Energy poverty and cooking
67590980,0,Energy Transitions Initiative Partnership Project
67596562,0,Sofía Hernández Salazar
67599123,0,Glasgow Agreement
67640138,0,Kevin Mtai
67665951,0,Dominique Palmer
67672691,0,Open ocean convection
67695754,0,Effects of climate change on the water cycle
67700639,0,Matilde Alvim
67761076,0,Threshold Podcast
67769661,0,Milieudefensie v Royal Dutch Shell
67779621,0,Dunkelflaute
67840745,0,2020–2023 North American drought
67888262,0,Solectrac
67895571,0,World energy supply and consumption
67934016,0,Stop Line 3 protests
67944653,0,Sorption enhanced water gas shift
67949862,0,Build Back Better World
67953036,0,Jennie Stephens
67977141,0,Waste valorization
67978504,0,Nori (company)
68011551,0,Fallen Fruit (song)
68016289,0,Wanjuhi Njoroge
68024576,6,File:Boats on Lake Oroville during the 2021 drought.jpg
68027732,0,Ocean dynamical thermostat
68048055,0,2021 Western North America heat wave
68053552,0,Arnergy
68073662,0,Climate change in Israel
68083585,0,Ministry of Environment and Climate Change (Maharashtra)
68090298,0,Heat dome
68108337,0,Breaking Boundaries
68113902,0,Fixed anvil temperature hypothesis
68118179,4,Wikipedia:Wiki Ed/Bentley University/NASE 337-1 Global Climate Change (Fall 2021)
68135719,0,Natural and Built Environment Bill
68136136,0,Bangladesh Delta Plan
68152635,0,Grande-Synthe climate case
68156028,0,Gloria Majiga-Kamoto
68168243,0,Task Force on Climate Related Financial Disclosures
68168768,0,Climate Crisis Advisory Group
68202738,0,Climate TRACE
68205243,0,Fossil Fuel Non-Proliferation Treaty Initiative
68216297,0,Music Declares Emergency
68241636,0,2021 European floods
68250308,0,Coal power in Turkey
68258597,14,Category:2020 droughts
68258602,14,Category:2021 droughts
68261906,0,Wet-bulb conditions
68284057,0,2021 Henan floods
68284846,0,Tree plantation
68285319,0,2021 China floods
68286311,14,Category:Greta Thunberg
68290445,0,2021 Russia wildfires
68303110,0,Paola Malanotte Rizzoli
68334335,0,Petorca water crisis
68334345,14,Category:Climate change in Chile
68335562,0,Bren Smith
68349246,0,Alizé Carrère
68353135,0,Coordination Group for Meteorological Satellites
68354699,0,2021 Turkey wildfires
68392179,0,Carbon storage in the North Sea
68413740,0,2021 Greece wildfires
68418253,0,Something New Under the Sun
68422571,0,Lubbock Subpluvial
68440371,0,Paola Arias
68443712,0,Rewriting Extinction
68446231,0,Jim Crumley (Scottish author)
68453868,0,Sebastian Mernild
68458088,10,Template:Bill Gates series
68528318,0,Art Aia - Creatives In Residence
68549393,0,World Weather Attribution
68564587,0,Impossible Rebellion
68573407,0,Hurricane Ida
68605533,0,Planet on Fire
68618379,118,Draft:Cambridge Centre for Advanced Research and Education in Singapore
68632433,0,Hurricane Larry
68636918,0,Extreme event attribution
68640833,0,Climate change in Pennsylvania
68654958,0,Richard G. Newell
68658532,0,Centre for Research on Energy and Clean Air
68683881,0,Sustainability Bonds
68699632,0,Ulrike Lohmann
68713678,0,Tendele Coal
68719436,0,We Are the Youth
68722461,0,Scarlett Westbrook
68730950,0,Emission Database for Global Atmospheric Research
68745478,0,Most Affected People and Areas
68756381,0,Initial IMO Strategy on the reduction of GHG emissions from ships
68758468,0,Insulate Britain protests
68758670,0,Global carbon reward
68784316,0,Fanor Mondragón
68806039,0,Flood risk
68820059,0,Lake San Agustín
68831711,14,Category:Electric vehicles introduced in the 19th century
68897163,0,Klimaliste
68917864,0,Cristelle Pratt
69003005,0,Urgewald
69003137,0,Climate 200
69023655,0,Urban flooding
69026305,0,Geert Jan van Oldenborgh
69059196,0,OPEN100
69065352,0,International Day of Awareness of Food Loss and Waste
69082273,0,Yellow Finch tree sit
69088080,0,Natural disasters in Nigeria
69111343,0,30 by 30
69114528,0,Joe Lycett vs the Oil Giant
69125382,0,Hilary Link
69132792,0,Environmental racism in the United States
69153451,0,History of the lithium-ion battery
69165944,0,Tina Stege
69181937,0,India Logan-Riley
69192655,0,Luciano Castillo
69199129,0,2021 Bosnia and Herzegovina floods
69199465,0,Deep Lake Water Cooling System
69204817,0,Sea water air conditioning
69218923,0,Science Based Targets initiative
69219674,0,Cultural heritage at risk from climate change
69223703,0,Jamie Henn
69226554,0,Subimal Ghosh
69231238,0,List of climate activists
69257495,0,Litiana Kalsrap
69264842,0,Glasgow Climate Pact
69273660,0,Shahab Moradi
69276053,0,Tishiko King
69286395,0,2023 United Nations Climate Change Conference
69313395,0,Jérôme Chappellaz
69326993,0,Francisco Vera (activist)
69343809,0,Great North Bog
69347052,0,Well Done Foundation
69349609,0,ASEAN Centre for Energy
69354604,0,Blockade Australia
69372615,0,Resist (Midnight Oil album)
69376864,0,Fit for 55
69376922,0,Istanbul Waste Power Plant
69395686,118,Draft:Genesis Butler
69397735,0,Virginia Clean Economy Act
69399127,0,Marsha K. Caddle
69408244,118,Draft:Sabine Mauderer
69416859,0,Evergreen Revolution
69433523,14,Category:Books about existential risk
69478882,10,Template:2020 Western United States wildfire season
69519076,0,Scotland's Climate Assembly
69565506,0,Kate Yeo
69566106,0,Climate Pledge Fund
69582265,0,Hatim Aznague
69616593,0,Environmental defender
69633864,0,Sea rewilding
69675748,0,Tara Houska
69720310,0,Ingeborg Levin
69731253,0,Dalate Power Station
69731514,0,Datong 2nd Power Station
69731644,0,Haimen Power Station
69759774,0,2022 in climate change
69805945,0,Kathryn Brown (climate policy advisor)
69829226,0,Global Peace Dividend
69840137,0,Olumide Idowu
69844310,0,2022 California wildfires
69856148,0,"The human right to a clean, healthy and sustainable environment"
69858484,0,Lisa Goddard
69861801,0,Courtney Mattison
69907270,0,Earth's energy imbalance
69961537,0,Environmental effects of bitcoin
69966255,118,Draft:More Than Scientists
69981960,0,Sadhbh O'Neill
70011695,0,Nele Meckler
70019936,0,Chevrolet Turbo Titan III
70047172,0,The Nutmeg's Curse
70103301,0,Environmental conflict
70123829,0,Southwestern North American megadrought
70123962,0,Reef burials
70132214,0,Sevvandi Jayakody
70171813,0,Mobility transition
70199259,0,1452/1453 mystery eruption
70201621,0,Energy in East Timor
70206389,0,Mumbai Climate Action Plan
70249943,0,Twila Moon
70262871,0,Kathleen Stafford
70263456,0,Sarah Das
70276167,0,Helene Muri
70281537,0,Johanna Chao Kreilick
70333148,0,Agulhas Leakage
70340519,0,Tyre Extinguishers
70345105,0,Internal wave breaking
70347258,0,Eddy pumping
70354511,0,Glenn Edmond Shaw
70362057,0,Green Gicumbi
70362253,0,Elijah McKenzie-Jackson
70383490,0,Southern Ocean overturning circulation
70402957,0,Floodlines
70408991,0,Kirsty Gogan
70445940,0,2022–2023 food crises
70446095,0,Floods of 2021
70461093,0,Xiomara Acevedo
70468983,0,Kavita Naidu
70483110,0,REPowerEU
70492786,0,Ricarda Winkelmann
70509484,14,Category:Films about petroleum
70524299,0,Lower Manhattan Coastal Resiliency
70538003,0,Just Stop Oil
70539812,0,Environmental impact of the Russian invasion of Ukraine
70558876,0,M. Levent Kurnaz
70559351,0,Climate change in Uganda
70578463,0,Plug-in electric vehicles in Wisconsin
70592586,0,Nicole Becker
70597212,0,Louis Boisgibault
70597977,0,Conservative Climate Caucus
70600549,0,Nick Estes
70621608,0,Joeri Rogelj
70622624,0,Self-immolation of Wynn Bruce
70636097,0,2022 India–Pakistan heat wave
70639066,0,Teal independents
70646186,0,Eriel Deranger
70653087,0,Bradford Clean Air Zone
70657902,0,Daphne Frias
70660894,0,Environmental issues in Wales
70684136,0,Sea level rise in New Zealand
70704686,0,Heba Al-Farra
70711980,0,Evelyn Acham
70719190,14,Category:Climate change in Africa
70730168,0,Mazzella Maniwavie
70771336,0,May Boeve
70795593,0,Ministry of Climate and Environment (Poland)
70810334,0,2022 Siberian wildfires
70810571,0,Vic Barrett
70812597,0,List of the 70 Ancient Trees of The Queen's Green Canopy
70859669,0,Marine resources
70861487,118,Draft:Brian Buma
70874174,2,User:Afterverse/the future generations
70904193,118,Draft:China-Europe-America Global Initiative
70935688,14,Category:American climate activists
70964422,14,Category:Climate change mitigation researchers
70970743,0,List of carbon capture and storage projects
70973050,0,Climate change in Uruguay
70973329,0,Chilean water crisis
70983227,0,Climate Nexus
71002108,118,Draft:Clean Air Fund
71018395,0,How Bad Are Bananas?
71108426,0,Heinz Wanner
71117843,0,Climate change in Ethiopia
71164020,0,List of women climate scientists and activists
71176606,0,Gaya Herrington
71186699,118,Draft:Aditya Mukarji
71186768,0,2022 Japan heat wave
71210627,0,Subhumid temperate climate
71217845,0,Augusta Henriques
71229195,0,Oil in Turkey
71263531,0,African Climate Policy Centre
71276240,0,2022 Pakistan floods
71285082,0,Selina Leem
71290844,0,The Classic Symptoms of a Broken Spirit
71299575,14,Category:Floods in Western Australia
71308805,0,2022 United Kingdom heat waves
71310707,0,2022 European heat waves
71335314,0,Brenda Konar
71363439,0,Climate change in North America
71372243,0,Josette Garnier
71372505,0,Electric tractor
71377644,0,Climate of Nigeria
71379479,0,2022 North American heat waves
71383085,0,Climate change in the Americas
71385713,0,Electricity sector in Ethiopia
71391854,14,Category:Manure
71393035,0,PROCONVE
71394455,0,July–August 2022 United States floods
71396988,118,Draft:Climate change in the Maldives
71399454,0,Farzana Faruk
71400260,0,Inflation Reduction Act
71457002,0,Editorial Board at The Wall Street Journal
71465800,14,Category:2022 droughts
71502252,0,Climate endgame
71511975,0,2022 Oder environmental disaster
71512213,0,Crescenta Valley flood (1933 and 1934)
71539327,0,Hockey stick graph
71571027,14,Category:Climate change litigation
71574893,0,Climate change in small island developing states
71582881,0,2022 China heat wave
71602048,0,Sustainable Healthcare
71613648,0,Wennington wildfire
71621598,0,2022 South Asian floods
71622688,0,Chip Fletcher
71629821,118,Draft:Keng-Fu Lo
71641211,0,Carbon market in India
71645454,0,International Methane Emissions Observatory
71666526,0,Fondazione Eni Enrico Mattei
71714140,0,Julian Perry
71729677,118,Draft:Faith For Our Planet
71748895,0,Ramsey Green
71794354,118,Draft:Dayenu: A Jewish Call to Climate Action
71795603,0,Arctic Basecamp
71825434,0,Planetary integrity
71835187,0,TransformTO
71837568,14,Category:Ukrainian climatologists
71855084,0,Passive daytime radiative cooling
71875375,0,2022 Nigeria floods
71879028,0,Legacy Landscapes Fund
71883322,118,Draft:Carbon Dew
71886022,0,Climate of Ethiopia
71938587,118,Draft:Women and Climate Change
71994821,2,User:Marinebiogirl22/sandbox
71996440,0,Renovate Switzerland
72017117,118,Draft:Floods of 2022
72050862,0,Opacuincola gretathunbergae
72064606,0,Criticism of Chevron
72099131,0,Light-induced fluorescence transient
72100519,0,The Ocean Foundation
72108336,0,Cape Grim Air Archive
72131479,0,Joshua Amponsem
72164608,0,Skeleton Technologies
72165041,0,European Climate Initiative
72186079,0,The Climate Book
72216238,0,2 degree climate target
72219019,0,Matin Qaim
72246550,0,Uma Lele
72270338,0,Eatoniella mortoni
72304119,0,Transpirational cooling (biological)
72313916,0,Thomas L. Delworth
72335444,0,Magda Abu Ras
72360116,10,Template:Lennox
72376507,0,Ronald J. Stouffer
72419306,0,Fireproof Australia
72422041,0,Ché Greenidge
72449572,0,Violet Coco
72451390,0,Kimiko Hirata
72451631,118,Draft:List of imprisoned climate activists
72466187,118,Draft:Marco Pasanella
72507797,0,Youba Sokona
72525626,0,Geoff Dembicki
72525750,0,The Petroleum Papers
72560395,118,Draft:Genevieve Guenther
72561626,0,Maida Bilal
72568894,0,Genevieve Guenther
72569668,0,Niwat Roykaew
72570095,0,Electricity sector in Romania
72570119,0,Electricity sector in Albania
72595472,118,Draft:One Tree Planted
72596935,0,Last Generation (climate movement)
72598169,0,Grindelwald Fluctuation
72613949,0,Paul Sein Twa
72617480,14,Category:Cattle deities
72618279,14,Category:2023 droughts
72624020,0,2023 in climate change
72654678,0,Anil Madhavapeddy
72658888,0,2022–2023 California floods
72679649,0,Chief Heat Officer
72698804,0,Lützerath
72702347,0,Uljin forest fire 2022
72705024,118,Draft:Ilona M. Otto
72706953,118,Draft:Andrea Crooms
72739121,0,Biomass
72743957,0,International Relations and Global Climate Change
72759591,118,Draft:Langdon Mills Solar Project
72799732,118,Draft:Siskiyou Rising Tide
72864114,118,Draft:Justice as a Fair Start in Life
72867464,0,Nuclear Now
72867794,0,Blockadia
72905949,0,Running Out of Time (relay)
72909530,118,Draft:Yassamin Ansari
72912647,118,Draft:Dhanush Dinesh
72922430,118,Draft:Activate (foundation)
72962912,0,McGaughey and Davies v USS Ltd
72968395,118,Draft:Department for Energy Security and Net Zero
72970227,0,Secretary of State for Energy Security and Net Zero
73005715,118,Draft:The Constituitive Fallacy
73006485,118,Draft:Aneez K Mappila
73062525,118,Draft:Ceyhun Olcan
73078288,118,Draft:Fijishi
73091121,118,Draft:HeavyFinance
73100342,0,Electricity sector in the Czech Republic
73100597,10,Template:Climate change sidebar
73113695,118,Draft:SilverLining (NGO)
73134950,118,Draft:James Dyke
73154368,0,Moshari
73157151,0,Climate change ethics
73167110,0,The Earth Transformed
73168113,0,Circular fashion
73174532,118,Draft:Gaia Education
73185006,0,Air travel demand reduction
73189597,118,Draft:Adaptation gap
73196063,0,Ergon Theatre
73212932,0,Priyadarshi R. Shukla
73218438,0,Willow project
73220249,0,Implicit carbon prices
73221310,118,Draft:Food and Beverage Recycling Alliance
73221711,118,Draft:Hikaru Hayakawa
73229641,118,Draft:Ineza Umuhoza Grace
73230770,118,Draft:Peter W. Davidson
73237119,118,Draft:Energy Efficiency Hub
73239021,0,Climate gentrification
73247754,0,Climate of Istanbul
73255755,118,Draft:Transformative Change
73280780,0,Ban Ki-Moon Centre for Global Citizens
73295332,10,Template:Climate change and society
73296304,0,Frank Ewert
73300643,0,Cultural burning
73303224,118,Draft:I4CE - Institute for climate economics
73303442,118,Draft:Robert Nicholls (scientist)
73314981,118,Draft:Peter Bunyard
73321937,118,Draft:SMART cables
73327625,0,Indian national carbon trading scheme
73328005,0,Climate change and food security in Africa
73341906,118,Draft:Plastic Free July
73345035,118,Draft:Earth Observation in place and space
73345980,0,Climate change adaptation in Ghana
73360367,0,Casey Hatherly
73361588,0,Net zero
73366537,0,On2Ottawa
73369798,118,Draft:Climate and trade nexus in Africa
73373057,118,Draft:Matthew Moseley
73374100,0,Orange Skies Day
73378834,0,Leith AGCM
73380046,0,Held v. Montana
73386081,0,Kazakhstan Emissions Trading System
73393544,118,Draft:Corporate Sustainability Reporting Directive
73396950,14,Category:2023 wildfires in the United States
73397372,0,Boston Metal
73399870,0,Anjali Appadurai
73403544,118,Draft:World Fund
73407139,118,Draft:Arnold Chanel
73422022,118,Draft:GloCha
73449470,118,Draft:Running-Fluent Initiative
73464356,0,Christopher Magadza
73471202,118,Draft:Nigel Topping
73477125,2,User:Atkabobah/sandbox
73493255,118,Draft:Dimensional Energy
73521325,0,Wave overtopping
73540243,118,Draft:Catherine Masao
73540566,0,Britney Schmidt
73555810,118,Draft:Anna Kernahan
73569052,0,Rainwater harvesting in the Sahel
73570108,0,Electric vehicle supply chain
73580374,0,Smith v Fonterra Co-operative Group Ltd
73582486,6,File:CA-84 Woodside April 2023 002.jpg
73587740,118,Draft:EKI Energy Services
73592552,118,Draft:Green revolution
73608388,0,Judy Lawrence
73611859,118,Draft:Municipal Natural Assets Initiative
73626381,0,Phase-out of gas boilers
73633532,118,Draft:Walk it back
73645617,118,Draft:Stefan Bringezu
73651458,118,Draft:Theodoros Kolydas
73660729,0,Ice shelf basal channels
73662603,0,Barry Smit
73706890,118,Draft:US Biosphere Network
73722737,118,Draft:Joseph Michael Daniels
73732215,0,Climate change in Brunei
73732339,118,Draft:Jan Fuglestvedt
73734233,0,Effects of climate change on livestock
73745420,2,User:Sujitha315/sandbox
73757362,118,Draft:Galvanize Climate Solutions
73775707,0,Semicircular bund
73776850,0,REDD and REDD+
73779612,2,User:Sstrawn/sandbox
73782808,118,Draft:Ikani Israel
73812892,118,Draft:Climate Change in Poland
73836562,14,Category:Bangladeshi climate activists
73847944,118,Draft:Azimuth Project
73868151,118,Draft:Kamiar Mohaddes
73876789,118,Draft:Endangered Species in Nigerian Lowland Forests
73878297,0,Climate Emergency Fund
73900937,0,2020 Neelum Valley avalanche
73902362,0,2023 Astore avalanche
73903937,118,Draft:Transportation policy
73924975,0,Riz Possnett
73936166,118,Draft:Human Rights and Peace Centre
73940663,0,Lawyers for Climate Action NZ
73993881,118,Draft:Explorers Against Extinction
