pageid,ns,title
63364910,0,COVID-19 pandemic in Mali
63364916,0,COVID-19 pandemic in Greenland
63364925,0,COVID-19 pandemic in Malawi
63364935,0,COVID-19 pandemic in Djibouti
63364944,0,COVID-19 pandemic in Somalia
63364964,0,COVID-19 pandemic in Niger
63364966,0,COVID-19 pandemic in Ceuta
63364968,0,COVID-19 pandemic in Melilla
63365006,0,COVID-19 pandemic in Syria
63365017,0,COVID-19 pandemic in Namibia
63365020,0,COVID-19 pandemic in Madagascar
63365028,0,COVID-19 pandemic in Papua New Guinea
63365057,0,COVID-19 pandemic in the Marshall Islands
63365067,10,Template:COVID-19 pandemic data/Belgium medical cases chart
63365068,0,COVID-19 pandemic in Palau
63365072,0,COVID-19 pandemic in Samoa
63365082,0,COVID-19 pandemic in the Solomon Islands
63365301,10,Template:COVID-19 pandemic data/Austria medical cases chart
63365424,0,COVID-19 pandemic in Puerto Rico
63365528,10,Template:COVID-19 pandemic data/Hungary medical cases chart
63365676,0,Impact of the COVID-19 pandemic on television
63365851,0,COVID-19 pandemic in Guatemala
63365938,0,Corona Rintawan
63366017,0,COVID-19 pandemic in Angola
63366018,0,COVID-19 pandemic in Benin
63366020,0,COVID-19 pandemic in Botswana
63366021,0,COVID-19 pandemic in Burundi
63366022,0,COVID-19 pandemic in Cape Verde
63366024,0,COVID-19 pandemic in the Central African Republic
63366035,0,COVID-19 pandemic in Equatorial Guinea
63366052,0,COVID-19 pandemic in Eritrea
63366054,0,COVID-19 pandemic in Eswatini
63366056,0,COVID-19 pandemic in the Gambia
63366059,0,COVID-19 pandemic in Guinea-Bissau
63366066,0,COVID-19 pandemic in Liberia
63366069,0,COVID-19 pandemic in Mauritania
63366070,0,COVID-19 pandemic in Mauritius
63366071,0,COVID-19 pandemic in Mozambique
63366073,0,COVID-19 pandemic in Rwanda
63366076,0,COVID-19 pandemic in Seychelles
63366077,0,COVID-19 pandemic in Sierra Leone
63366078,0,COVID-19 pandemic in South Sudan
63366079,0,COVID-19 pandemic in Tanzania
63366080,0,COVID-19 pandemic in Uganda
63366081,0,COVID-19 pandemic in Zambia
63366084,0,COVID-19 pandemic in Zimbabwe
63366086,0,COVID-19 pandemic in Uruguay
63366175,10,Template:COVID-19 pandemic data/Canada medical cases chart
63366181,0,COVID-19 pandemic in Ontario
63366183,0,2020 coronavirus pandemic in Yukon
63366184,0,COVID-19 pandemic in British Columbia
63366191,0,2020 coronavirus pandemic in the Northwest Territories
63366193,0,COVID-19 pandemic in Newfoundland and Labrador
63366198,10,Template:Did you know nominations/Corona Rintawan
63366215,0,COVID-19 pandemic in Nunavut
63366441,10,Template:COVID-19 pandemic data/Finland medical cases chart
63366444,10,Template:COVID-19 pandemic data/Switzerland medical cases chart
63366586,0,COVID-19 pandemic in Suriname
63366667,0,Political impact of the COVID-19 pandemic
63366719,0,COVID-19 pandemic in Turkmenistan
63366720,0,COVID-19 pandemic in Uzbekistan
63366724,0,COVID-19 pandemic in Kyrgyzstan
63366736,0,COVID-19 pandemic in Myanmar
63366743,0,COVID-19 pandemic in Laos
63366745,0,COVID-19 pandemic in Chad
63366958,0,COVID-19 pandemic in Curaçao
63366959,10,Template:COVID-19 pandemic data/United States/New Jersey medical cases chart
63367189,0,COVID-19 pandemic in Aruba
63367704,0,Families First Coronavirus Response Act
63368084,0,COVID-19 pandemic in Shanghai
63368246,14,Category:COVID-19 pandemic in the United States by state
63368272,0,COVID-19 pandemic in Idaho
63368309,10,Template:COVID-19 pandemic data/Spain medical cases
63368397,10,Template:COVID-19 pandemic data/United States/Kansas medical cases chart
63368430,0,COVID-19 pandemic in Northern Cyprus
63368514,0,COVID-19 pandemic in Saint Lucia
63369370,10,Template:COVID-19 pandemic data/Slovenia medical cases
63369496,14,Category:COVID-19 pandemic in the Netherlands
63369558,14,Category:COVID-19 pandemic in the United Kingdom
63369654,14,Category:COVID-19 pandemic in Denmark
63369676,0,COVID-19 pandemic in French Polynesia
63369687,14,Category:COVID-19 pandemic in France
63369738,0,COVID-19 pandemic in French Guiana
63369748,0,COVID-19 pandemic in Saint Barthélemy
63369765,0,COVID-19 pandemic in Martinique
63369816,0,COVID-19 pandemic in the Collectivity of Saint Martin
63369817,0,COVID-19 pandemic in Guadeloupe
63369896,14,Category:COVID-19 pandemic by dependent territory
63370168,0,COVID-19 pandemic in Karnataka
63370406,0,COVID-19 pandemic in Saint Martin
63370492,0,COVID-19 pandemic in São Tomé and Príncipe
63370770,0,COVID-19 pandemic in Réunion
63370773,0,COVID-19 pandemic in Yemen
63370782,0,COVID-19 pandemic in the Bahamas
63370785,0,COVID-19 pandemic in Haiti
63370797,0,COVID-19 pandemic in Belize
63370803,10,Template:COVID-19 pandemic data/Bulgaria medical cases chart
63370836,0,COVID-19 pandemic in Mayotte
63371338,0,COVID-19 pandemic in the United States Virgin Islands
63371498,14,Category:COVID-19 pandemic in the United States
63371577,10,Template:COVID-19 pandemic data/Norway medical cases chart
63371699,0,Coronavirus in England
63371943,0,"Special Act for Prevention, Relief and Revitalization Measures for COVID-19"
63372248,0,Financial market impact of the COVID-19 pandemic
63372295,0,SHC014-CoV
63372503,10,Template:COVID-19 pandemic data/Latvia medical cases
63372834,0,Timeline of the 2020 coronavirus pandemic in Bosnia and Herzegovina
63372846,14,Category:COVID-19 pandemic in Bosnia and Herzegovina
63373577,10,Template:COVID-19 pandemic data/Russia medical cases chart
63373844,0,Timeline of the COVID-19 pandemic in Pakistan
63373878,10,Template:COVID-19 pandemic data/Estonia medical cases chart
63374120,14,Category:COVID-19 pandemic in Pakistan
63374345,10,Template:COVID-19 pandemic data/Moldova medical cases chart
63374522,10,Template:COVID-19 pandemic data/Serbia medical cases chart
63374619,0,Criticism of response to the 2019–20 coronavirus pandemic
63374928,14,Category:COVID-19 pandemic in Iran
63375976,0,COVID-19 pandemic in Georgia
63376173,10,Template:COVID-19 pandemic data/Vietnam medical cases chart
63376878,10,Template:COVID-19 pandemic data/United States/New York State medical cases chart
63378479,14,Category:COVID-19 pandemic in Spain
63378621,0,COVID-19 pandemic in El Salvador
63378627,0,COVID-19 pandemic in Nicaragua
63378947,0,Timeline of the COVID-19 pandemic in Iraq
63378968,14,Category:COVID-19 pandemic in Iraq
63378985,0,Timeline of the COVID-19 pandemic in Afghanistan
63378999,14,Category:COVID-19 pandemic in Afghanistan
63379158,0,Impact of the COVID-19 pandemic on the arts and cultural heritage
63379589,0,Impact of the COVID-19 pandemic on education
63379599,10,Template:COVID-19 pandemic data/Estonia medical cases
63380275,0,2020 coronavirus pandemic in Republic of the Congo
63380462,0,COVID-19 pandemic in North Rhine-Westphalia
63380466,10,Template:COVID-19 pandemic data/Lithuania medical cases
63380476,0,COVID-19 pandemic in Guam
63380910,10,Template:COVID19-pandemic-stub
63381525,0,Timeline of the COVID-19 pandemic in Turkey
63381586,14,Category:COVID-19 pandemic in Turkey
63381762,0,Impact of the 2019–20 coronavirus pandemic on the 2020 Summer Olympics
63381825,4,Wikipedia:WikiProject COVID-19
63381940,14,Category:COVID-19 pandemic in Germany
63381961,14,Category:COVID-19 pandemic in Canada
63381987,14,Category:COVID-19 pandemic in South Korea
63382036,0,COVID-19 pandemic in Minnesota
63382055,0,COVID-19 pandemic in Mississippi
63382085,0,2020 Tyrol coronavirus lockdown
63382161,0,COVID-19 pandemic in North Dakota
63382468,10,Template:WikiProject COVID-19
63382534,14,Category:Drafts about the 2019–20 coronavirus pandemic
63382556,14,Category:NA-importance COVID-19 articles
63382568,0,White House Coronavirus Task Force
63382633,14,Category:Top-importance COVID-19 articles
63382641,14,Category:High-importance COVID-19 articles
63382648,14,Category:Unknown-importance COVID-19 articles
63382649,14,Category:Low-importance COVID-19 articles
63382650,14,Category:Mid-importance COVID-19 articles
63382653,14,Category:COVID-19 articles by importance
63382704,14,Category:WikiProject COVID-19
63382859,10,Template:WikiProject COVID-19/class
63383001,10,Template:COVID-19 pandemic data/Luxembourg medical cases chart
63383012,10,Template:User WikiProject COVID-19
63383074,14,Category:WikiProject COVID-19 members
63383317,4,Wikipedia:WikiProject COVID-19/Article alerts
63383345,10,Template:COVID-19 pandemic data/California medical cases by county
63383771,14,Category:Template-Class COVID-19 articles
63383795,14,Category:COVID-19 articles by quality
63383802,14,Category:B-Class COVID-19 articles
63383805,14,Category:C-Class COVID-19 articles
63383806,14,Category:Start-Class COVID-19 articles
63383808,14,Category:Stub-Class COVID-19 articles
63383810,14,Category:List-Class COVID-19 articles
63383811,14,Category:Unassessed COVID-19 articles
63383814,14,Category:Category-Class COVID-19 articles
63383816,14,Category:Project-Class COVID-19 articles
63383817,0,Christian Drosten
63383891,10,Template:WikiProject COVID-19/doc
63383941,10,Template:COVID-19 pandemic data/Malaysia medical cases chart
63383956,0,COVID-19-related topics
63383973,14,Category:Wikipedia requested images of COVID-19-related topics
63383998,14,Category:COVID-19 articles needing attention
63384025,14,Category:Redirect-Class COVID-19 articles
63384028,14,Category:File-Class COVID-19 articles
63384060,10,Template:COVID-19 pandemic data/United States/Pennsylvania medical cases chart
63384254,0,COVID-19 pandemic in Tuvalu
63384292,0,COVID-19 pandemic in Fiji
63384317,0,COVID-19 pandemic in Kiribati
63384404,0,Timeline of the COVID-19 pandemic in May 2020
63384576,14,Category:Draft-Class COVID-19 articles
63384582,14,Category:Disambig-Class COVID-19 articles
63384648,4,Wikipedia:WikiProject Women in Red/COVID-19
63385185,0,2020 Czech Republic coronavirus lockdown
63385186,4,Wikipedia:WikiProject COVID-19/Article report
63385320,4,Wikipedia:WikiProject COVID-19/Recognized content
63385397,14,Category:WikiProject COVID-19 articles
63385545,10,Template:COVID-19 pandemic data/United States/Maryland medical cases chart
63385664,14,Category:NA-Class COVID-19 articles
63386006,10,Template:COVID-19 pandemic data/United States/Louisiana medical cases chart
63386312,10,Template:COVID-19 pandemic data/New Zealand medical cases chart
63386315,10,Template:COVID-19 pandemic data/Costa Rica medical cases chart
63386451,10,Template:COVID-19 pandemic data/Costa Rica medical cases
63386458,14,Category:FA-Class COVID-19 articles
63386460,14,Category:A-Class COVID-19 articles
63386464,14,Category:GA-Class COVID-19 articles
63386472,14,Category:Portal-Class COVID-19 articles
63386483,14,Category:FM-Class COVID-19 articles
63386716,10,Template:COVID-19 pandemic data/Belarus medical cases chart
63386728,0,COVID-19 pandemic in Scotland
63386760,2,User:WP 1.0 bot/Tables/Project/COVID-19
63386761,4,Wikipedia:Version 1.0 Editorial Team/COVID-19 articles by quality statistics
63386795,14,Category:FL-Class COVID-19 articles
63386813,14,Category:SIA-Class COVID-19 articles
63386960,10,Template:COVID-19 pandemic data/United States/Michigan medical cases chart
63387084,10,Template:COVID-19 pandemic data/Albania medical cases chart
63387120,4,Wikipedia:Version 1.0 Editorial Team/COVID-19 articles by quality log
63387372,0,COVID-19 pandemic in Henan
63387388,0,COVID-20
63387588,0,COVID-19 pandemic in Sichuan
63388022,10,Template:COVID-19 pandemic data/Turkey medical cases chart
63388103,10,Template:COVID-19 pandemic data/United Kingdom/Scotland medical cases 2020
63388600,0,COVID-19 pandemic in Maharashtra
63389195,0,COVID-19 pandemic in Sabah
63389289,10,Template:COVID-19 pandemic data/Kosovo medical cases chart
63390209,0,U.S. state and local government responses to the COVID-19 pandemic
63390545,10,Template:COVID-19 pandemic data/Ukraine medical cases chart
63390774,0,Predict (USAID)
63390797,0,Impact of the COVID-19 pandemic on religion
63391022,0,COVID-19 pandemic in the Republic of the Congo
63391072,10,Template:COVID-19 pandemic data/Portugal medical cases chart
63391108,0,COVID-19 pandemic in Sint Maarten
63391267,10,Template:COVID-19 pandemic data/San Marino medical cases chart
63391492,0,COVID-19 pandemic in Manitoba
63391495,0,COVID-19 pandemic in Nova Scotia
63391504,0,COVID-19 pandemic in Prince Edward Island
63391509,0,COVID-19 pandemic in Quebec
63392043,0,COVID-19 pandemic in the Canary Islands
63392084,10,Template:COVID-19 Barnstar
63392324,0,Malaysian movement control order
63392345,14,Category:COVID-19 pandemic in Malaysia
63393876,0,COVID-19 Solidarity Response Fund
63394146,10,Template:COVID-19 pandemic data/Hong Kong medical cases chart
63394216,0,2020 coronavirus pandemic in the U.S. Virgin Islands
63394291,2,User:Upsidedown Keyboard/Userboxes/COVID
63394294,0,2020 coronavirus pandemic in American Samoa
63394295,0,COVID-19 pandemic in the Northern Mariana Islands
63394544,0,White Center COVID-19 quarantine site
63394625,0,COVID-19 pandemic in West Virginia
63394698,0,COVID-19 pandemic in New York City
63394946,10,Template:COVID-19 pandemic data/Colombia medical cases chart
63395111,10,Template:COVID-19 pandemic data/United States medical cases by state
63395382,14,Category:National responses to the COVID-19 pandemic
63395411,14,Category:International responses to the COVID-19 pandemic
63395415,14,Category:Responses to the COVID-19 pandemic
63395521,0,COVID-19 pandemic in Sarawak
63395555,10,Template:COVID-19 pandemic data/United States/Colorado medical cases chart
63396826,0,River of Grace Community Church
63397600,0,COVID-19 pandemic in East Timor
63397740,0,COVID-19 pandemic in Solomon Islands
63397743,0,COVID-19 pandemic in Vanuatu
63397751,0,COVID-19 pandemic in Tonga
63397909,0,COVID-19 pandemic in Dominica
63397934,0,COVID-19 pandemic in Grenada
63399114,0,2020 France coronavirus lockdown
63399613,10,Template:COVID-19 pandemic data/Israel medical cases chart
63399660,0,Moderna COVID-19 vaccine
63399818,14,Category:Deaths from the COVID-19 pandemic in Iran
63399864,10,Template:COVID-19 pandemic/doc
63400009,10,Template:COVID-19 pandemic data/Venezuela medical cases chart
63400209,0,COVID-19 pandemic in Barbados
63401185,10,Template:Editnotices/Page/Talk:COVID-19 pandemic
63401460,10,Template:COVID-19 pandemic data/United States/California/Santa Clara County medical cases chart
63401510,10,Template:COVID-19 pandemic data/United States/California/San Francisco County medical cases chart
63401771,10,Template:COVID-19 pandemic data/Sri Lanka medical cases chart
63401936,10,Template:COVID-19 pandemic data/United States/California medical cases chart
63402182,4,Wikipedia:WikiProject COVID-19/Hot articles
63402223,14,Category:Law associated with the COVID-19 pandemic
63402424,14,Category:COVID-19 pandemic-related lists
63402511,0,COVID–19 pandemic in mainland China
63402564,10,Template:COVID-19 pandemic data/United States/Illinois medical cases chart
63402605,0,COVID-19 in the United States
63402609,0,COVID-19 in the United Kingdom
63402681,0,Safe Hands Challenge
63402693,10,Template:COVID-19 pandemic sidebar
63403294,4,Wikipedia:General sanctions/COVID-19
63403518,10,Template:2019–20 coronavirus pandemic data/North Macedonia medical cases chart
63403684,10,Template:COVID19 sanctions
63403822,10,Template:COVID19 CT editnotice
63403941,10,Template:COVID-19 pandemic data/Croatia medical cases chart
63403957,0,COVID-19 pandemic in Maine
63404325,0,States of emergency in Canada
63404850,2,User:AlexNewArtBot/COVID-19SearchResult
63404855,2,User:AlexNewArtBot/COVID-19
63405049,0,COVID-19 pandemic in Alberta
63405822,0,Timeline of the COVID-19 pandemic in the United States (2020)
63405840,0,COVID-19 pandemic in New Brunswick
63406145,2,User:Alexiscoutinho/COVID-19 pandemic data/Canada/Quebec medical cases
63406204,10,Template:COVID-19 pandemic data/Canada/Quebec medical cases chart
63406867,0,Zhang Wenhong
63407428,0,COVID-19 pandemic in London
63407695,0,COVID-19 pandemic in Uttar Pradesh
63407944,10,Template:COVID-19 pandemic data/Thailand medical cases chart
63407952,4,Wikipedia:WikiProject COVID-19/Wikinews
63407978,0,Coronavirus Act 2020
63408028,0,COVID-19 pandemic in New Caledonia
63408032,0,COVID-19 pandemic in Montserrat
63408708,100,Portal:COVID-19
63408715,10,Template:COVID-19 pandemic data/Armenia medical cases chart
63409418,10,"Template:COVID-19 pandemic data/United States/Washington, D.C. medical cases chart"
63409838,10,Template:COVID-19 pandemic data/Tunisia medical cases chart
63410319,10,Template:COVID-19 pandemic data/United States/Massachusetts medical cases chart
63410563,4,Wikipedia:WikiProject COVID-19/Assessment
63410771,10,Template:COVID-19 pandemic data/Mainland China medical cases map (dots)
63411243,10,Template:TemplateStyles sandbox/AHollender (WMF)/2019–20 coronavirus pandemic data/styles.css
63411606,0,Piero Schlesinger
63411812,0,Azra Ghani
63411832,10,Template:COVID-19 pandemic data/Greece medical cases chart
63412166,10,Template:COVID-19 pandemic data/Canada medical cases by province
63413013,10,Template:COVID-19 pandemic data/United States/Louisiana/Orleans Parish medical cases chart
63413127,14,Category:COVID-19 pandemic in the Caribbean
63413194,14,Category:COVID-19 pandemic in British Overseas Territories
63413227,14,Category:COVID-19 pandemic in the Crown Dependencies
63413486,10,Template:The COVID-19 Barnstar
63413688,0,Deena Hinshaw
63413923,14,Category:COVID-19 pandemic in Overseas France
63413949,14,Category:COVID-19 pandemic in insular areas of the United States
63414025,14,Category:COVID-19 pandemic in the Dutch Caribbean
63414655,100,Portal:Pandemics
63414831,10,Template:COVID-19 pandemic data/Mauritius medical cases chart
63414988,14,Category:COVID-19 pandemic by city
63415102,14,Category:COVID-19 pandemic by location
